OBJECTID,GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
32,Hermosa,26908,25010,-1898,25489,7913,6230,4987,4214,1675,470,31.4001787538304,1880,22491,379,355,384,25480,19020,13254,11975,1279,5766,319,11507,7096,1391,2142,654,224,15446,8927,1721,2017,2269,1255,756,580,222,39156.9200779727,7099,2883,4216,752,7851,2246,60,2486,2115,937,5.7507722007722,65,519,1964,5303,-9999,1109,3050,2557,741,394,559,1859,435,30,212533.422459893,7919,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,1125,963,962,908,796,3564,Manufacturing,Retail Trade,Health Care,Construction,Wholesale Trade,2582,224,155,108,107,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3251,870,430,345,312,Outside of Chicago,Belmont Cragin,Hermosa,Logan Square,Austin,1645,248,192,118,105,,,,,,,,,,,,,,,,13257,,,,,,,,,,0.609156138563039,748.440299540338,166.986319868129,0.223112411197907,146.330089507682,0.195513375746272,14.408790346506315,0.019251756426471988,26.352190291824,0.0352094753689886,19.073402948825,0.0254842008915595,111.649166687351840,0.14917578163004094,245.550703378858,0.328083219903666,n/a,n/a,15.5267808158333,0.0207455168105849,2.56285569532801,0.00342426202450885
33,Humboldt Park,65836,56323,-9513,55011,17991,13599,10691,8278,3546,906,30.2106724461106,2958,28612,22481,271,689,54647,40497,24206,19993,4213,16291,499,19116,10104,2323,4846,1068,775,32114,22183,4092,6661,4471,2323,1668,906,490,32073.0247406225,16519,5983,10536,3124,19643,4158,236,6552,5454,3225,5.63748959200666,908,1561,3348,13826,-9999,3364,7342,6509,1671,757,2471,2685,642,180,166840.052015605,17232,Health Care,Administration,Retail Trade,Manufacturing,Accommodation and Food Service,2535,2134,1999,1763,1726,9169,Manufacturing,Retail Trade,Health Care,Administration,Wholesale Trade,1715,1178,992,849,791,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,6866,2211,1127,975,798,Outside of Chicago,Humboldt Park,Austin,West Town,Logan Square,3634,405,340,322,317,,,,,,,,,,,,,,,,10502,,,,,,,,,,0.336160789181113,2306.72352216607,281.876462380628,0.122197766516873,425.752555348301,0.184570257881841,38.524299182071090,0.016700874123785698,136.180294813288,0.0590362449182517,103.158374261302,0.0447207362607694,322.090412298614640,0.13963113013048226,826.4534883149,0.358280253516833,n/a,n/a,18.4925411736422,0.00801680001783538,154.195094393322,0.0668459366333288
34,Hyde Park,29920,25681,-4239,26893,5987,9252,4405,3847,2421,981,30.7860655737705,12584,1891,8047,3244,1127,23940,23506,14281,13153,1123,9225,894,11814,3313,558,3312,4437,194,16960,16398,12386,3544,2562,2498,1035,1387,1442,51231.9538017324,12468,4489,7979,1909,14377,745,1010,113,1246,11232,4.57860480640854,211,2214,3582,8370,-9999,6559,3433,2699,1314,372,1177,1498,1025,724,255480.769230769,10976,Education,Health Care,Professional,Accommodation and Food Service,Retail Trade,2827,2115,774,766,750,25816,Education,Health Care,Accommodation and Food Service,Retail Trade,Real Estate,12726,9314,1130,772,460,Hyde Park,Outside of Chicago,The Loop,Near North Side,Near West Side,3046,2860,1801,686,604,Outside of Chicago,Hyde Park,Kenwood,Near North Side,Lake View,9943,3046,834,691,636,,,,,,,,,,,,,,,,8085,,,,,,,,,,10.3633715570299,1032.26186667911,98.5925868106589,0.0955112166720261,177.606989036786,0.172056136887208,6.437151972925154,0.006235968004547234,39.949156851175,0.0387006031518875,174.923655281808,0.169456666886818,n/a,n/a,251.500997648181,0.243640694058848,n/a,n/a,278.702151283205,0.269991714582867,4.54917779437377,0.00440699975579735
35,Irving Park,58643,53359,-5284,56520,13440,15078,13404,9685,3593,1320,34.6804827226949,22650,26359,1271,4614,1626,56101,45072,31818,29649,2156,13254,1502,27719,15813,2557,7539,1492,318,39192,31434,13825,4031,5748,3594,2388,2707,1832,51996.7707212056,20300,9127,11173,2177,22477,5643,534,5063,4250,6898,5.53212627669452,1347,1611,4131,15388,-9999,4885,9232,5505,1966,889,1327,3829,2864,1064,276071.706936867,22402,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,2820,2180,2156,2061,2057,9943,Wholesale Trade,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,1592,1581,1083,927,768,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8520,3964,1830,1172,641,Outside of Chicago,Irving Park,Belmont Cragin,Portage Park,Albany Park,4115,641,416,357,285,,,,,,,,,,,,,,,,15815,,,,,,,,,,1.67419518991202,2057.19425333848,512.790852564746,0.249267103353304,403.748364259522,0.19626166250674,47.231894366220196,0.022959375027210367,104.200291898683,0.0506516541787843,71.1176360753051,0.0345702093810019,68.495533878732587,0.03329560821374833,743.306158164793,0.361320355118887,n/a,n/a,94.6255121338272,0.0459973636326593,11.6780099966512,0.00567666858766486
36,Jefferson Park,25859,25448,-411,27264,5947,5557,5771,5816,3066,1107,39.7897106109325,17761,6218,250,2444,591,27230,22328,14915,13395,1520,7413,338,12718,8884,1460,2105,220,49,19824,17177,6085,2194,2191,1651,1285,1585,1349,60471.7484008529,10255,6341,3914,827,11082,5168,108,2463,1691,1652,5.71681131468981,448,1253,4982,4399,-9999,1581,4118,3734,1193,456,699,3092,2271,249,274960.598896769,12261,Health Care,Retail Trade,Education,Manufacturing,Public Administration,1526,1250,1134,1043,966,4735,Manufacturing,Administration,Accommodation and Food Service,Wholesale Trade,Retail Trade,937,641,533,372,363,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,5854,2132,607,443,324,Outside of Chicago,Jefferson Park,Portage Park,Belmont Cragin,Norwood Park,2394,292,194,138,119,,,,,,,,,,,,,,,,14974,,,,,,,,,,4.89732505359013,1489.16808585483,501.38467596015,0.336687765956479,176.249261290829,0.118354175707208,10.284764244474939,0.006906382390387537,57.910254202128,0.0388876546255593,26.2878060290635,0.0176526788874698,50.524502718716562,0.03392800530620676,525.503110033217,0.352883677151569,n/a,n/a,133.520670261081,0.0896612488068704,7.50304111517275,0.00503841116825019
37,Kenwood,18363,17841,-522,17601,3464,4931,3055,3365,2092,694,36.8296040515654,2978,667,11916,1520,520,17339,14850,9185,7812,1373,5665,564,7004,3426,261,2643,532,142,12659,11555,6843,3109,1993,1221,723,954,928,39157.6086956522,8928,2646,6282,1404,10332,720,737,197,688,7985,4.50770284149264,787,3552,2800,3193,-9999,3976,3494,1818,709,335,676,969,429,482,237676.056338028,6751,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1272,1239,554,516,486,1149,Retail Trade,Real Estate,Health Care,Education,Other Service,217,205,202,164,139,Outside of Chicago,The Loop,Hyde Park,Near North Side,Near West Side,1756,1597,834,612,484,Outside of Chicago,Kenwood,South Shore,Hyde Park,Chatham,310,71,65,43,41,,,,,,,,,,,,,,,,9199,,,,,,,,,,7.02974524141128,666.520061310196,133.684397949438,0.2005707040335,128.125788170289,0.192230955387042,0.459894808147570,0.0006899939474342947,26.0420824380141,0.0390717158412645,54.0918224044302,0.0811555803708301,0.607836344294836,0.0009119550626878304,179.33306020386,0.269058758488589,n/a,n/a,123.73054599408,0.185636641980227,20.4446329976429,0.0306736948884244
38,Lake View,94817,94368,-449,98212,11355,49478,19564,10429,5234,2152,31.0208195503949,78186,7125,3428,6748,2725,97769,87818,73436,70696,2691,14382,4956,64766,21345,3000,34419,4981,1021,74665,72892,58630,8154,8783,8787,6438,8994,11247,76854.2249145697,52403,18990,33413,5009,57412,3464,1558,3489,8706,40066,4.45519386903407,5380,11881,15540,24611,-9999,26562,18455,8679,2713,1003,1488,5349,6063,5451,364297.497937861,53440,Professional,Finance,Health Care,Education,Accommodation and Food Service,10486,6045,5498,4993,4635,20517,Accommodation and Food Service,Retail Trade,Health Care,Other Service,Professional,5361,3154,2865,1567,1347,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,16170,13822,7309,3929,2222,Outside of Chicago,Lake View,Uptown,Logan Square,Edgewater,7364,2222,753,650,636,,,,,,,,,,,,,,,,8027,,,,,,,,,,1.8131806091473,1994.17941570358,220.709785198737,0.110676994988872,632.357334146586,0.317101525152129,92.329567484968138,0.046299528897901523,124.109727161407,0.0622359884893401,96.3672153833623,0.0483242453635309,16.474278219374877,0.008261181561520883,623.441152091808,0.312630421908075,n/a,n/a,178.076093985575,0.0892979300574851,10.3142620317593,0.00517218358114498
39,Lincoln Park,64320,64116,-204,66959,11986,29457,12237,7744,4376,1159,30.0879208287088,53676,4418,3204,3785,1876,63227,57970,45458,43557,1901,12512,2598,40482,14849,1862,18717,3904,1150,46924,45612,38835,5179,3667,4500,3763,5631,9698,94087.1644964124,32438,13806,18632,3097,35535,3297,3218,1592,5328,22029,4.48403876300413,3142,11851,6118,14424,-9999,15475,10503,5963,2358,1236,463,2726,3678,5489,457044.887780549,31426,Professional,Finance,Health Care,Education,Accommodation and Food Service,6472,3809,3301,2810,2234,28353,Health Care,Retail Trade,Accommodation and Food Service,Transportation,Other Service,7853,5337,4082,2048,1766,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,9890,8782,4060,2382,1557,Outside of Chicago,Lake View,Lincoln Park,Logan Square,West Town,11293,1612,1557,935,933,,,,,,,,,,,,,,,,8725,,,,,,,,,,4.75359179311304,2024.4643432227,307.458403717682,0.151871483806055,372.189366075538,0.183845849062008,63.643921488734506,0.031437412914579306,249.678250603573,0.123330525153195,105.189178819887,0.0519590177876083,47.348767245753159,0.023388293997008508,532.91013959236,0.26323513248153,n/a,n/a,318.295752875056,0.157224677204425,27.750562804113,0.0137076075935907
40,Lincoln Square,44574,39493,-5081,40761,6995,13587,9891,6579,2865,844,34.740672906245,26405,7184,1398,4480,1294,40151,34711,26626,24709,1917,8085,1425,22893,11223,1483,8504,1460,223,32056,28766,18676,3573,3887,3293,2231,2579,2690,62933.9762611276,18253,6976,11277,1348,19601,2773,487,2892,3264,10164,5.06682607601309,1630,1865,5976,10130,-9999,6914,6897,4184,1036,570,695,1990,2448,1747,357943.207981581,20199,Health Care,Professional,Education,Accommodation and Food Service,Finance,2707,2609,2212,1973,1649,8956,Health Care,Accommodation and Food Service,Retail Trade,Administration,Education,4372,993,564,475,438,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6533,4493,2124,1176,688,Outside of Chicago,Lincoln Square,Lake View,West Ridge,Albany Park,3251,688,474,298,263,,,,,,,,,,,,,,,,10678,,,,,,,,,,2.02809715875655,1638.02406239754,224.261114999624,0.136909536402889,346.592331343077,0.211591721574454,34.933512484003877,0.021326617408093745,54.4379167032144,0.0332338931722008,382.880873886588,0.233745573508959,41.365662497596922,0.025253391233490692,456.352388491388,0.278599319123209,n/a,n/a,82.6672682880755,0.0504676763826516,14.5329937039749,0.00887227119405272
41,Logan Square,82715,72791,-9924,73702,15958,27799,16776,8204,4157,808,31.5598164050933,32145,34595,3438,2008,1516,73249,60313,45081,42336,2739,15233,2434,39400,19787,2324,13565,3250,474,51308,44558,24291,6344,6017,5029,3258,4124,3996,59216.4009111617,28768,10522,18246,3242,32010,4776,1015,6770,8595,10806,5.43238318365222,3006,2926,3865,22213,-9999,7417,13406,8358,1943,886,767,3476,3978,2200,340600.083927822,34642,Professional,Health Care,Accommodation and Food Service,Education,Retail Trade,4126,3759,3553,3252,3063,14370,Retail Trade,Accommodation and Food Service,Health Care,Manufacturing,Administration,3085,2005,1528,1425,1404,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,11238,7010,3207,2377,1601,Outside of Chicago,Logan Square,West Town,Belmont Cragin,Avondale,5568,1342,577,495,409,,,,,,,,,,,,,,,,10946,,,,,,,,,,0.562204841563073,2297.00566290634,278.059221532237,0.121052910762273,621.249754930127,0.270460698013289,76.529192031662802,0.03331693659598227,188.191615602495,0.081929103894494,70.7771064832606,0.0308127696967487,125.225070169577930,0.054516657138378104,859.480529063324,0.37417431874149,n/a,n/a,41.4356212328816,0.0180389721723429,36.0575518607762,0.0156976329850025
42,Lower West Side,44031,35769,-8262,34410,9429,10583,7081,4431,2215,671,30.6950779578111,4617,27693,1117,598,385,34285,26709,18478,16380,2098,8231,350,15649,6734,1905,5104,1695,211,21977,14264,5075,4107,3666,2096,1014,731,344,36089.7435897436,11958,3177,8781,1871,13829,1607,243,3410,4629,3934,4.80134575569358,802,1043,1608,10376,-9999,2901,6734,3278,624,292,914,1715,467,74,197996.794871795,11481,Accommodation and Food Service,Manufacturing,Administration,Health Care,Education,1320,1264,1236,1217,1161,14280,Health Care,Wholesale Trade,Manufacturing,Administration,Education,2887,2403,1930,1415,1032,Outside of Chicago,The Loop,Near West Side,Near North Side,Lower West Side,3743,2023,978,912,703,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,6149,703,513,305,271,,,,,,,,,,,,,,,,10396,,,,,,,,,,1.10095523979963,1872.14701044217,63.0684839389437,0.0336877839118243,226.170036264291,0.120807839877315,51.689325350992625,0.02760965087820987,72.4602169334774,0.0387043413414225,98.8443496759189,0.0527973226058639,490.418824450840420,0.26195529609344714,759.378082877512,0.405618831556481,n/a,n/a,37.8838698015053,0.0202355208165826,72.2338211486882,0.038583412918854
43,McKinley Park,15962,15612,-350,16336,4724,3970,3227,2864,1145,406,33.1212560386473,2802,9612,507,3136,279,16292,12290,8224,7088,1136,4066,163,6760,3542,1116,1817,285,0,10372,7113,2023,1435,1580,1044,497,412,198,43827.7511961722,5166,2883,2283,454,5620,1786,319,1958,971,562,5.64481525625745,479,336,1007,3798,-9999,453,2154,2344,414,255,676,1720,407,71,195712.209302326,5569,Accommodation and Food Service,Manufacturing,Health Care,Retail Trade,Administration,748,624,610,538,508,5018,Administration,Retail Trade,Wholesale Trade,Manufacturing,Transportation,1710,741,722,493,317,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,1694,1086,394,391,225,Outside of Chicago,McKinley Park,Bridgeport,Brighton Park,New City,2535,133,129,125,109,,,,,,,,,,,,,,,,13225,,,,,,,,,,4.50830083169312,905.229559732925,120.045155495829,0.13261294243556,107.687208455296,0.118961215193931,11.821041452920795,0.013058611846931321,61.3209681264582,0.0677407928929653,24.7300986708796,0.0273191461822964,162.789663846492660,0.17983246580516157,301.551461095506,0.333121535695845,n/a,n/a,73.6476023865387,0.081357929151438,41.6363602030034,0.045995360795871
44,Montclare,12646,13426,780,13024,3409,2937,2708,2364,1213,393,35.8867934782609,3637,8114,577,615,81,12941,10191,6432,5737,696,3759,108,5373,3798,570,765,101,140,8532,6618,1316,1049,1412,605,564,610,186,43014.9812734082,4425,2642,1782,584,5008,2520,91,820,648,928,5.54057971014493,545,635,2173,1655,-9999,827,2017,1402,468,293,534,1646,418,44,208347.978910369,5114,Manufacturing,Health Care,Retail Trade,Administration,Accommodation and Food Service,615,593,586,516,461,2298,Retail Trade,Health Care,Manufacturing,Accommodation and Food Service,Other Service,689,549,412,195,89,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2595,692,270,176,127,Outside of Chicago,Belmont Cragin,Montclare,Austin,Portage Park,1264,116,109,84,74,,,,,,,,,,,,,,,,13473,,,,,,,,,,0.802780369670334,633.066887030142,249.145843460763,0.3935537437909,66.422055891669,0.104921071141897,5.827577207211466,0.009205310412853737,55.159080789118,0.0871299414314364,28.527306419505,0.0450620732247313,19.826208327782279,0.03131771497446573,193.169076716636,0.30513217587929,n/a,n/a,10.4554115345864,0.0165154926735074,4.53432668287025,0.0071624764709173
45,Morgan Park,25226,22544,-2682,22924,5741,3857,3934,5241,2695,1457,42.6631176061239,6558,641,15126,54,545,22564,18423,10699,9377,1314,7724,305,8864,6713,275,1590,247,38,15652,14224,5023,1793,1676,1315,1193,1320,841,60747.0119521912,8139,5974,2165,868,9007,6426,462,307,546,1215,6.53365774533658,564,1240,4597,2607,-9999,826,2022,3798,1827,533,2063,3062,763,86,184338.803088803,9155,Education,Health Care,Public Administration,Retail Trade,Administration,1398,1385,1229,765,692,3176,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,893,797,416,220,205,Outside of Chicago,The Loop,Near West Side,Near North Side,Morgan Park,3605,2600,460,385,232,Outside of Chicago,Morgan Park,Beverly,West Pullman,Mount Greenwood,1671,232,120,82,72,,,,,,,,,,,,,,,,16625,,,,,,,,,,2.98790819883795,2109.21355367557,907.743040100247,0.43037038071294,70.6361826488316,0.0334893460767589,6.631301152660384,0.003143968585402134,106.750763831136,0.0506116432094367,183.089598649297,0.0868046757665865,63.017071942519514,0.029877046746975618,645.875478258306,0.306216256354311,n/a,n/a,68.4948075501611,0.0324740979550413,56.9753095424095,0.0270125845925477
46,Mount Greenwood,18820,19093,273,18783,5513,3510,4122,3516,1488,634,36.3141557496361,16289,1205,664,383,242,18056,14574,9475,8791,672,5099,178,8398,7170,406,615,175,32,12040,11451,4274,748,817,1078,1007,1912,895,89535.7497517378,6457,5621,836,559,7016,6134,38,28,179,622,6.20794537554314,228,1124,4994,670,-9999,403,1769,3536,979,329,745,3787,1009,80,228886.861313869,9757,Public Administration,Education,Health Care,Retail Trade,Accommodation and Food Service,2123,1561,1098,670,607,2915,Education,Retail Trade,Health Care,Accommodation and Food Service,Administration,1036,514,439,257,200,Outside of Chicago,The Loop,Near North Side,Near West Side,Mount Greenwood,4303,3203,334,313,228,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Ashburn,1894,228,94,66,44,,,,,,,,,,,,,,,,20779,,,,,,,,,,1.61715301851765,1735.17654778583,747.927257690118,0.431038131909119,19.6911626807905,0.0113482185463591,7.919742929514460,0.004564228890495571,36.7441478659871,0.0211760284063742,524.149192564147,0.302072543127088,0.181815786957802,0.00010478229848703736,365.265753754679,0.210506391537378,n/a,n/a,30.3749851468171,0.0175054147576954,2.92248936681974,0.00168426052700458
47,Near North Side,72811,80484,7673,85711,7721,36283,14429,14208,10183,2887,34.4730483271375,61334,4530,7910,9723,2214,83788,79466,58990,55273,3717,20476,4323,50102,14458,1373,14048,17115,3108,71363,69676,56374,9766,6404,7991,6819,7974,14810,84975.8029036516,53764,21884,31880,9769,63533,1555,1837,533,1570,58031,3.73395640357202,16300,24485,13919,8829,-9999,36082,18217,7620,1253,361,971,5441,6591,7094,396356.650768415,43261,Professional,Finance,Health Care,Education,Accommodation and Food Service,8989,5290,4644,3645,2947,150936,Accommodation and Food Service,Professional,Retail Trade,Health Care,Other Service,28550,20814,16824,14072,12178,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,13654,12496,7480,3213,748,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,65776,7480,7309,5002,4060,,,,,,,,,,,,,,,,6581,,,,,,,,,,0.86938296557788,1754.47994198197,86.0153742927351,0.0490261371672147,294.446169224237,0.167825326570341,22.617367010063539,0.012891208653268215,296.509110444299,0.169001140081056,121.115595702572,0.0690321917079039,82.697289198610420,0.04713492996972665,715.454041688852,0.407786959867223,0.981433057139127,0.000559386877931723,74.5156833626457,0.0424716644400437,60.1278780008207,0.0342710546652909
48,Near South Side,9509,21390,11881,22401,3634,7309,5679,3605,1827,347,35.4879156999227,10404,1393,5382,4450,772,22195,19032,15480,14893,583,3552,937,13388,6336,1011,3893,1624,524,17356,16245,12206,2082,2036,1967,1212,2181,3011,78290.0165016502,12489,6025,6464,1876,14365,422,1408,54,374,12107,3.80859683794466,9477,2283,1107,1498,-9999,5561,6580,1824,358,42,111,2009,2252,1556,353215.636822194,10920,Professional,Health Care,Education,Finance,Administration,1771,1612,1262,1124,681,14620,Arts and Entertainment,Health Care,Accommodation and Food Service,Administration,Construction,3695,3129,2710,1516,731,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,3322,3015,1152,994,519,Outside of Chicago,West Town,South Shore,Austin,Near South Side,5018,276,273,272,265,,,,,,,,,,,,,,,,10237,,,,,,,,,,7.49920887690983,1140.88298475792,57.521785122161,0.0504186545777666,96.6026463741862,0.0846735797314777,8.569154193245185,0.007510984305777355,320.780473367335,0.281168601559431,48.5866380499975,0.0425868723603646,21.743697498740467,0.01905865701323798,335.435980857464,0.294014360226994,n/a,n/a,167.989778051657,0.147245405791815,83.652831243136,0.0733228844331356
49,Near West Side,46419,54881,8462,61768,12086,26997,11762,7005,3024,894,30.4356039559951,25876,6186,18772,9615,1319,56877,53553,38412,34543,3844,15141,1867,32186,12573,1600,8550,8796,667,41339,37942,27244,7277,3083,3933,2955,4663,5741,72143.1484502447,27652,10245,17407,2885,30537,1108,2677,1577,3231,21888,3.99107793153678,11822,7750,2926,8039,-9999,12984,11054,4903,1273,323,635,3804,4341,1404,321444.991789819,26284,Professional,Health Care,Education,Finance,Administration,4223,3608,2854,2829,1858,129742,Health Care,Finance,Education,Professional,Administration,29566,18154,16118,15180,8504,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,7947,7307,3863,2303,527,Outside of Chicago,Lake View,Near West Side,West Town,Near North Side,64980,3929,3863,3649,3213,,,,,,,,,,,,,,,,10068,,,,,,,,,,0.90094024871123,3638.48637718209,146.504251243081,0.0402651641522827,351.163372767203,0.096513587344848,47.575098333391942,0.013075519158666631,392.941826823276,0.107995959332847,567.487317327767,0.155967965384351,300.506244118841890,0.08259100432624844,1571.42514809114,0.431889798446399,n/a,n/a,55.6492772823953,0.0152946229595325,205.233841194992,0.0564063788948251
50,New City,51721,44377,-7344,40997,13788,9660,8114,6303,2365,767,29.653877617801,5061,24961,9827,799,349,40641,30092,18738,14608,4130,11354,294,13946,7425,2296,3164,1014,47,23402,15647,1794,4648,3783,1579,917,526,256,30420.9183673469,11710,4502,7203,3858,15564,3565,319,6070,3985,1597,5.39976275207592,772,1729,3690,9372,-9999,1989,5832,5601,1496,645,2473,1686,291,55,133750,11961,Manufacturing,Health Care,Retail Trade,Administration,Accommodation and Food Service,1488,1426,1354,1309,1261,10396,Manufacturing,Retail Trade,Wholesale Trade,Transportation,Other Service,4223,1310,1077,1047,827,Outside of Chicago,The Loop,Near West Side,New City,Near North Side,4597,1618,684,661,640,Outside of Chicago,New City,Brighton Park,Chicago Lawn,Bridgeport,4378,661,397,252,245,,,,,,,,,,,,,,,,11730,,,,,,,,,,2.03193977616983,3090.83937773875,244.780283980776,0.0791954074817879,330.237745614541,0.106844033369389,31.041348897207765,0.010043015861897524,162.766175128538,0.0526608326206901,87.9933019524474,0.0284690633185937,702.639141548863340,0.22732955539828528,1141.02640066912,0.369163926436025,n/a,n/a,83.3034350036345,0.0269517192008143,307.051544943624,0.0993424463125166
51,North Center,31895,31867,-28,34623,7493,11068,9170,4035,2023,834,33.6849672554078,26322,4987,674,1493,1147,34542,27681,22271,21317,943,5410,1719,19385,9861,1302,6561,1511,150,25565,23859,17419,1480,2139,2303,1910,2717,3994,92663.612565445,14543,7373,7170,1676,16219,3930,470,4021,3494,4284,5.67822759812392,2769,1577,1753,10120,-9999,3081,6722,3959,1601,856,339,1286,2277,3305,470878.048780488,16804,Professional,Health Care,Education,Finance,Accommodation and Food Service,2661,1896,1818,1751,1286,9585,Finance,Retail Trade,Accommodation and Food Service,Manufacturing,Information,1940,1052,1008,997,858,Outside of Chicago,The Loop,Near North Side,Near West Side,North Center,5009,4461,1797,1171,555,Outside of Chicago,North Center,Lake View,Lincoln Square,Logan Square,3929,555,419,306,297,,,,,,,,,,,,,,,,11868,,,,,,,,,,1.11695082645731,1309.78347445509,238.677932428528,0.182227014681052,303.332849254295,0.231590072076982,46.827471151094741,0.03575207052492111,73.4538568171299,0.0560809158534304,76.2341248643449,0.0582036087270535,87.000257438499617,0.06642338915956632,437.140407622113,0.333750132100251,n/a,n/a,38.6721884644316,0.0295256347470106,8.44438641465743,0.00644716212973333
52,North Lawndale,41768,35912,-5856,35276,12408,8324,5653,5820,2120,951,28.5875,811,2470,31397,99,499,34401,25141,12336,9450,2886,12805,448,8725,4347,805,2913,342,318,19565,14403,2134,5951,2436,1315,634,427,106,22383.4853090172,10869,2687,8182,3774,14643,1729,384,4055,4891,3565,5.59481566820276,1443,1079,1662,10459,-9999,1777,4892,6175,1463,336,1473,1021,146,47,135284.090909091,10610,Health Care,Administration,Retail Trade,Education,Accommodation and Food Service,2120,1332,1223,983,913,5771,Manufacturing,Health Care,Retail Trade,Education,Wholesale Trade,1281,1048,764,684,566,Outside of Chicago,The Loop,Near West Side,Near North Side,North Lawndale,4062,1490,797,706,270,Outside of Chicago,North Lawndale,South Lawndale,Austin,West Town,2573,270,234,221,101,,,,,,,,,,,,,,,,8495,,,,,,,,,,4.85988940889975,2054.34852641352,112.57884289541,0.054800264632774,353.545088718574,0.172095963354277,20.742111191590691,0.010096685603684914,72.1159627624858,0.0351040545629255,126.769582350346,0.0617079238115746,227.850030473544420,0.11091108813523719,671.90768389624,0.327066062674991,n/a,n/a,171.437458788347,0.0834510096919352,297.40176533698,0.1447669475326
